
=== AGV maze solver ===
RESET: power-on BROWNOUT  raw=5 
calibrating gyro, hold still...
offZ=-85 offX=-249 offY=-23 
# st,L,F,R,lok,rok,near,md,br,err,wt,gt,corr,pwmL,pwmR,rock,rate,gx,gy,ovr,drop
0,15,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-5,-250,-31,1,0
0,15,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-23,-248,-6,1,0
0,15,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-7,-248,9,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,4,-252,-37,1,0
0,15,5,5,1,1,0,0,0,0,0,0,0,0,0,0,4,-241,-25,1,0
0,15,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-2,-253,-16,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,16,-256,-9,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-4,-250,-29,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,4,-245,-26,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-10,-244,-11,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-2,-238,-34,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-8,-247,-28,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,22,-248,-15,1,0
0,15,5,5,1,1,0,0,0,0,0,0,0,0,0,0,-7,-245,-31,1,0
0,16,5,5,1,1,0,0,0,0,0,0,0,0,0,0,381,-529,-97,1,0
0,15,5,7,1,1,0,0,0,0,0,0,0,0,0,0,-361,-142,-77,1,0
0,15,5,7,1,1,0,0,0,0,0,0,0,0,0,0,624,-369,31,1,0
0,15,5,7,1,1,0,0,0,0,0,0,0,0,0,0,-730,-440,-320,1,0
0,15,5,7,1,1,0,0,0,0,0,0,0,0,0,0,-280,-172,-200,1,0
0,15,5,7,1,1,0,0,0,0,0,0,0,0,0,0,880,-354,-149,1,0
0,16,4,7,1,1,0,0,0,0,0,0,0,0,0,0,-246,-216,39,1,0
0,15,5,7,1,1,0,0,0,0,0,0,0,0,0,0,214,-291,42,1,0
