
=== AGV maze solver ===
RESET: BROWNOUT  raw=4 
calibrating gyro, hold still...
offZ=-83 offX=-248 offY=-24 
# st,L,F,R,lok,rok,near,md,br,err,wt,gt,corr,pwmL,pwmR,rock,rate,gx,gy,ovr,drop
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-20,-247,-30,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-13,-250,-21,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-8,-250,-19,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-17,-254,-19,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-18,-240,-24,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-4,-255,-14,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-18,-254,-18,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,4,-230,-16,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-15,-249,-20,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,238,-184,10,1,0
0,12,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-51,-228,11,1,0
0,12,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-443,-319,-72,1,0
0,12,8,10,1,1,0,0,0,0,0,0,0,0,0,0,388,-220,11,1,0
0,13,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-603,-242,-45,1,0
0,12,8,10,1,1,0,0,0,0,0,0,0,0,0,0,-110,-212,139,1,0
